1 Level,2 Level,3 Level,4 Level,5 Level,6 Level,7 Level,8 Level,9 Level,10 Level,11 Level,12 Level,13 Level,14 Level,FoodON URI
,,,coriander food product,,,,,,,,,,,FOODON_00001763
,,,,coriander (whole or pieces),,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000222
,,,,,coriander leaf (whole or pieces),,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000223
,,,,,,
processed food product,,,,,,,,,,,,,,FOODON_03311737
,prepared food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001180
,,sandwich food product,,,,,,,,,,,,FOODON_00002222
,,,sandwich,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301906
,,,,submarine sandwich,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003881
,,,,,
food product by consumer group,,,,,,,,,,,,,,FOODON_00002147
,food product for animal,,,,,,,,,,,,,FOODON_03309997
,,plant based food product for animal,,,,,,,,,,,,FOODON_00002127
,,,corn stover,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001571
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,animal seafood product,,,,,,,,,,,,FOODON_00001046
,,,organism,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0100026
,,,,
food material by characteristic,,,,,,,,,,,,,,FOODON_00002454
,food (liquid),,,,,,,,,,,,,FOODON_03430130
,,soup food product,,,,,,,,,,,,FOODON_00002257
,,,plant soup food product,,,,,,,,,,,FOODON_00002155
,,,,vegetable soup food product,,,,,,,,,,FOODON_00002335
,,,,,sambar,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03601053
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant root vegetable food product,,,,,,,,,,,FOODON_00002150
,,,,taro food product,,,,,,,,,,FOODON_00002310
,,,,,taro shoot,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000138
,,,,,,
food product by meal type,,,,,,,,,,,,,,FOODON_00002373
,beverage food product,,,,,,,,,,,,,FOODON_03301977
,,fermented beverage,,,,,,,,,,,,FOODON_00001094
,,,alcoholic beverage,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001579
,,,,alcoholic beverage (distilled),,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001817
,,,,,triple sec,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002551
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,cereal grain food product,,,,,,,,,,FOODON_00001093
,,,,,rice food product,,,,,,,,,FOODON_00001185
,,,,,,rice kernel food product,,,,,,,,FOODON_03301641
,,,,,,,short grain rice kernel,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002881
,,,,,,,,Arborio rice,,,,,,http://purl.obolibrary.org/obo/FOODON_00002575
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,spice or herb,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001242
,,,black cumin food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000177
,,,,black cumin seed (whole or pieces),,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000247
,,,,,
processed food product,,,,,,,,,,,,,,FOODON_03311737
,refined or partially-refined food product,,,,,,,,,,,,,FOODON_00002196
,,plant based refined or partially-refined food product,,,,,,,,,,,,FOODON_00002131
,,,starch refined food product,,,,,,,,,,,FOODON_00002274
,,,,tapioca,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03307663
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,animal seafood product,,,,,,,,,,,,FOODON_00001046
,,,organism,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0100026
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,bean food product,,,,,,,,,,FOODON_00001635
,,,,,common bean food product,,,,,,,,,FOODON_00001757
,,,,,,dry bean food product,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001201
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,nut food product,,,,,,,,,,,FOODON_00001172
,,,,coconut food product,,,,,,,,,,FOODON_03316908
,,,,,coconut meat,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003856
,,,,,,coconut flake,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003864
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,cowpea vegetable food product,,,,,,,,,,,FOODON_00001783
,,,,cowpea,,,,,,,,,,FOODON_00003414
,,,,,catjang pea,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003779
,,,,,,
processed food product,,,,,,,,,,,,,,FOODON_03311737
,prepared food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001180
,,sandwich food product,,,,,,,,,,,,FOODON_00002222
,,,sandwich,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301906
,,,,salad sandwich,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003888
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,mushroom food product,,,,,,,,,,,FOODON_00002434
,,,,mushroom (whole or pieces),,,,,,,,,,FOODON_00002050
,,,,,mushroom fruitbody,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003528
,,,,,,tiger saw-gill,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03414186
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant head vegetable food product,,,,,,,,,,,FOODON_00002142
,,,,lettuce head food product,,,,,,,,,,FOODON_00001998
,,,,,lettuce head (anatomical),,,,,,,,,FOODON_00003507
,,,,,,romaine lettuce head,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002687
,,,,,,,romaine lettuce heart,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003840
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,citrus fruit food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001151
,,,,,citrus fruit,,,,,,,,,FOODON_00003324
,,,,,,tangelo,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003731
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,plant fruit as vegetable food product,,,,,,,,,,FOODON_00002141
,,,,,pumpkin food product,,,,,,,,,FOODON_00002180
,,,,,,vegetable leaf,,,,,,,,FOODON_00003650
,,,,,,,pumpkin leaf,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003645
,,,,,,,,pumpkin leaf (raw),,,,,,http://purl.obolibrary.org/obo/FOODON_03000135
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,spice or herb,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001242
,,,ginger food product,,,,,,,,,,,FOODON_00001901
,,,,ginger root (whole or pieces),,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000220
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,vegetable (whole or pieces),,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03315308
,,,,vegetable leaf,,,,,,,,,,FOODON_00003650
,,,,,nalta jute leaf,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000111
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,tropical fruit food product,,,,,,,,,,FOODON_00002689
,,,,,banana food product,,,,,,,,,FOODON_00001628
,,,,,,banana,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00004183
,,,,,,,Musa balbisiana banana,,,,,,,http://purl.obolibrary.org/obo/FOODON_00004181
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,mammalian meat food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001006
,,,,bovine meat food product,,,,,,,,,,FOODON_00001134
,,,,,beef food product,,,,,,,,,FOODON_00001041
,,,,,,wagyu steak,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002556
,,,,,,,
food product by meal type,,,,,,,,,,,,,,FOODON_00002373
,beverage food product,,,,,,,,,,,,,FOODON_03301977
,,fermented beverage,,,,,,,,,,,,FOODON_00001094
,,,wine or wine-like food product,,,,,,,,,,,FOODON_00002364
,,,,grape based wine or wine-like food product,,,,,,,,,,FOODON_00001925
,,,,,grape wine,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301014
,,,,,,wine by region,,,,,,,,FOODON_00002577
,,,,,,,Bordeaux wine,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002641
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant root food product,,,,,,,,,,,,FOODON_00001147
,,,nutsedge food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002447
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant inflorescence food product,,,,,,,,,,,,FOODON_00001166
,,,amaranth leaf,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000026
,,,,
multi-component food product,,,,,,,,,,,,,,FOODON_00002501
,multi-component plant food product,,,,,,,,,,,,,FOODON_03316579
,,multi-component wheat food product,,,,,,,,,,,,FOODON_00003395
,,,bread food product,,,,,,,,,,,FOODON_00001183
,,,,quick bread,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002665
,,,,,
multi-component food product,,,,,,,,,,,,,,FOODON_00002501
,multi-component plant food product,,,,,,,,,,,,,FOODON_03316579
,,multi-component wheat food product,,,,,,,,,,,,FOODON_00003395
,,,bread food product,,,,,,,,,,,FOODON_00001183
,,,,wheat bread food product,,,,,,,,,,FOODON_00002351
,,,,,flatbread,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003000
,,,,,,naan,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002532
,,,,,,,
food product by process,,,,,,,,,,,,,,FOODON_00002645
,bakery food product,,,,,,,,,,,,,FOODON_00001626
,,cookie food product,,,,,,,,,,,,FOODON_00001762
,,,wafer,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03316443
,,,,barquillo,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03601010
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,legume,,,,,,,,,,FOODON_03310646
,,,,,bean,,,,,,,,,FOODON_00002753
,,,,,,black gram bean,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03309936
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,cereal grain food product,,,,,,,,,,FOODON_00001093
,,,,,cereal food product,,,,,,,,,FOODON_00001709
,,,,,,common oat cereal food product,,,,,,,,FOODON_00001759
,,,,,,,steel cut oats,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003209
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,plant fruit as vegetable food product,,,,,,,,,,FOODON_00002141
,,,,,pumpkin food product,,,,,,,,,FOODON_00002180
,,,,,,vegetable leaf,,,,,,,,FOODON_00003650
,,,,,,,pumpkin leaf,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003645
,,,,,,,,
multi-component food product,,,,,,,,,,,,,,FOODON_00002501
,food (paste),,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003887
,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,filbert nut,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003669
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,mushroom food product,,,,,,,,,,,FOODON_00002434
,,,,mushroom (whole or pieces),,,,,,,,,,FOODON_00002050
,,,,,mushroom fruitbody,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003528
,,,,,,st. george's mushroom,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03414187
,,,,,,,
food product component,,,,,,,,,,,,,,FOODON_00001714
,condiment food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001133
,,object aggregate,,,,,,,,,,,,BFO_0000027
,,,fenugreek leaf bunch,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003621
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,tamarillo,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003730
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,bean food product,,,,,,,,,,FOODON_00001635
,,,,,winged bean food product,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001202
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,acacia food product,,,,,,,,,,,,FOODON_00003834
,,,gum arabic,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03412975
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,vegetable (whole or pieces),,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03315308
,,,,vegetable leaf,,,,,,,,,,FOODON_00003650
,,,,,nalta jute leaf,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000111
,,,,,,nalta jute leaf (raw),,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000112
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant leaf food product,,,,,,,,,,,FOODON_00002143
,,,,spinach food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002269
,,,,,spinach (whole or pieces),,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000221
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,tropical fruit food product,,,,,,,,,,FOODON_00002689
,,,,,banana food product,,,,,,,,,FOODON_00001628
,,,,,,Saba banana,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00004180
,,,,,,,
processed food product,,,,,,,,,,,,,,FOODON_03311737
,prepared food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001180
,,nachos,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002533
,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,dairy food product,,,,,,,,,,,FOODON_00001256
,,,,cheese food product,,,,,,,,,,FOODON_00001013
,,,,,blue cheese food product,,,,,,,,,FOODON_00001065
,,,,,,roquefort cheese,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002424
,,,,,,,
food product component,,,,,,,,,,,,,,FOODON_00001714
,extract concentrate or isolate of plant or animal,,,,,,,,,,,,,FOODON_03420228
,,lipid food product,,,,,,,,,,,,FOODON_00002664
,,,plant lipid food product,,,,,,,,,,,FOODON_00001174
,,,,vegetable fat or oil,,,,,,,,,,FOODON_03460263
,,,,,vegetable oil food product,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001087
,,,,,,seed oil,,,,,,,,FOODON_03420307
,,,,,,,tea seed oil,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002884
,,,,,,,,
processed food product,,,,,,,,,,,,,,FOODON_03311737
,processed meat food product,,,,,,,,,,,,,FOODON_00001010
,,meat sausage food product,,,,,,,,,,,,FOODON_00001007
,,,animal product sausage,,,,,,,,,,,FOODON_00001605
,,,,luncheon meat,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03310675
,,,,,swine sausage,,,,,,,,,FOODON_00002306
,,,,,,blood sausage,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03316919
,,,,,,,black pudding,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002557
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,spice or herb,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001242
,,,oregano food product,,,,,,,,,,,FOODON_00002073
,,,,oregano (whole or pieces),,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000226
,,,,,oregano leaf,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301557
,,,,,,oregano leaf (dried),,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000027
,,,,,,,
multi-component food product,,,,,,,,,,,,,,FOODON_00002501
,multi-component plant food product,,,,,,,,,,,,,FOODON_03316579
,,plant-based candy,,,,,,,,,,,,FOODON_00002126
,,,nut candy,,,,,,,,,,,FOODON_00002060
,,,,almond candy food product,,,,,,,,,,FOODON_00001585
,,,,,almond bark,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002666
,,,,,,
food product by process,,,,,,,,,,,,,,FOODON_00002645
,bakery food product,,,,,,,,,,,,,FOODON_00001626
,,cookie food product,,,,,,,,,,,,FOODON_00001762
,,,cookie,,,,,,,,,,,FOODON_03301585
,,,,shortbread cookie,,,,,,,,,,FOODON_03302327
,,,,,pulburon,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03601011
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant seed vegetable food product,,,,,,,,,,,FOODON_00002153
,,,,bambara groundnut food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001197
,,,,,bambara groundnut,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002775
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,bean food product,,,,,,,,,,FOODON_00001635
,,,,,moth bean food product,,,,,,,,,FOODON_00002692
,,,,,,moth bean,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03309719
,,,,,,,
food material by characteristic,,,,,,,,,,,,,,FOODON_00002454
,food (pieces),,,,,,,,,,,,,FOODON_00003460
,,food (sliced),,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002455
,,,food (julienned),,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002990
,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant seed vegetable food product,,,,,,,,,,,FOODON_00002153
,,,,vegetable corn food product,,,,,,,,,,FOODON_00001765
,,,,,field corn food product,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001845
,,,,,,grits,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003058
,,,,,,,hominy grits,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003426
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,cereal grain food product,,,,,,,,,,FOODON_00001093
,,,,,wheat food product,,,,,,,,,FOODON_00001141
,,,,,,wheat flour food product,,,,,,,,FOODON_00001210
,,,,,,,graham flour,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003317
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,mushroom food product,,,,,,,,,,,FOODON_00002434
,,,,mushroom (whole or pieces),,,,,,,,,,FOODON_00002050
,,,,,mushroom fruitbody,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003528
,,,,,,cauliflower fungus,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03414184
,,,,,,,
food product by meal type,,,,,,,,,,,,,,FOODON_00002373
,beverage food product,,,,,,,,,,,,,FOODON_03301977
,,plant derived beverage,,,,,,,,,,,,FOODON_00001253
,,,nonfermented plant derived beverage product,,,,,,,,,,,FOODON_00001255
,,,,tea based beverage product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001138
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,nut food product,,,,,,,,,,,FOODON_00001172
,,,,kola nut food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001753
,,,,,kola nut pod,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003668
,,,,,,
food product component,,,,,,,,,,,,,,FOODON_00001714
